Part		Description	Price:	1	10	100	250	1000
MF-RES-0805-47	MF-RES-0805-47 - Resistor Thick Film 0805 47 Ohm 5% 125mW 150V	Resistor Thick Film 0805 47 Ohm 5% 125mW 150V		$0.050	$0.009	$0.008	$0.006	$0.004
MF-CAP-0805-0.1uF	MF-CAP-0805-0.1uF - Capacitor MLCC 0805 0.1uF -20% +80% 50V	Capacitor MLCC 0805 0.1uF -20% +80% 50V		$0.050	$0.011	$0.010	$0.009	$0.008
MF-CAP-0603-10pF	MF-CAP-0603-10pF - Capacitor MLCC 0603 10pF 50V C0G +/- 0.5pF	Capacitor MLCC 0603 10pF 50V C0G +/- 0.5pF		$0.070	$0.030	$0.010	$0.009	$0.008
MF-CON-2.54mm-2x3	MF-CON-2.54mm-2x3 - Header 2.54mm 2x3 Unshrouded 6 Pins, 2 Rows of 3, 02x03	Header 2.54mm 2x3 Unshrouded 6 Pins, 2 Rows of 3, 02x03		$0.220	$0.160	$0.155	$0.145	$0.110
MF-MICROSD	MF-MICROSD - Micro SD Card Slot PUSH PUSH Type Right Angle	Micro SD Card Slot PUSH PUSH Type Right Angle		$1.500	$1.000	$.700	$.520	$.400
MF-CON-2.54mm-01x40	MF-CON-2.54mm-01x40 - Pin Header 2.54mm 1x40 Unshrouded 40 Pins, 1 Row of 40, 01x40	Pin Header 2.54mm 1x40 Unshrouded 40 Pins, 1 Row of 40, 01x40		$3.388	$2.75	$1.72	$1.47	$0.96
MF-CON-2.54mm-01x21	MF-CON-2.54mm-01x21 - Pin Header 2.54mm 1x21 Unshrouded 21 Pins, 1 Row of 21, 01x21	Pin Header 2.54mm 1x21 Unshrouded 21 Pins, 1 Row of 21, 01x21		$1.892	$1.535	$0.958	$0.818	$0.532
MF-CON-2.54mm-01x14	MF-CON-2.54mm-01x14 - Pin Header 2.54mm 1x14 Unshrouded 14 Pins, 1 Row of 14, 01x14	Pin Header 2.54mm 1x14 Unshrouded 14 Pins, 1 Row of 14, 01x14		$1.369	$1.11	$0.692	$0.591	$0.384
MF-CON-2.54mm-01x04	MF-CON-2.54mm-01x04 - Pin Header 2.54mm 1x4 Unshrouded 4 Pins, 1 Row of 4, 01x04	Pin Header 2.54mm 1x4 Unshrouded 4 Pins, 1 Row of 4, 01x04		$0.622	$0.503	$0.313	$0.266	$0.172
MF-CON-2.54mm-01x07	MF-CON-2.54mm-01x07 - Pin Header 2.54mm 1x7 Unshrouded 7 Pins, 1 Row of 7, 01x07	Pin Header 2.54mm 1x7 Unshrouded 7 Pins, 1 Row of 7, 01x07		$0.846	$0.685	$0.426	$0.363	$0.235
MF-LED-3228-RGB	MF-LED-3228-RGB - Tri-Color RGB LED 3228 SMD PLCC-4	Tri-Color RGB LED 3228 SMD PLCC-4		$0.23	$0.21	$0.20	$0.19	$0.185
MF-DIO-SOD123-BAT42	MF-DIO-SOD123-BAT42 - BAT42 Series 30 V 200 mA Small Signal Schottky Diode SOD-123	BAT42 Series 30 V 200 mA Small Signal Schottky Diode SOD-123		$0.11	$0.09	$0.079	$0.077	$0.059
MF-RES-0603-604K	MF-RES-0603-604K - Resistor Thick Film 0603 604K Ohm 1% 100mW 75V	Resistor Thick Film 0603 604K Ohm 1% 100mW 75V		$0.050	$0.010	$0.007	$0.005	$0.003
MF-DSC-SOT233-MMBT3904	MF-DSC-SOT233-MMBT3904 - BJT Transistor SOT-23-3 NPN General Purpose	BJT Transistor SOT-23-3 NPN General Purpose		$0.080	$0.070	$0.030	$0.028	$0.021
MF-RES-0805-50	MF-RES-0805-50 - Resistor Thick Film 0805 50 Ohm 1% 125mW 150V	Resistor Thick Film 0805 50 Ohm 1% 125mW 150V		$0.050	$0.010	$0.008	$0.006	$0.004
MF-RES-0603-27	MF-RES-0603-27 - Resistor Thick Film 0603 27 Ohm 1% 100mW 75V	Resistor Thick Film 0603 27 Ohm 1% 100mW 75V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0603-255K	MF-RES-0603-255K - Resistor Thick Film 0603 255K Ohm 1% 100mW 75V	Resistor Thick Film 0603 255K Ohm 1% 100mW 75V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-CAP-1206-10uF	MF-CAP-1206-10uF - Capacitor MLCC 1206 10uF 10% 16V	Capacitor MLCC 1206 10uF 10% 16V		$0.14	$0.080	$0.070	$0.060	$0.056
MF-REG-SOT235-3.3V-300mA	MF-REG-SOT235-3.3V-300mA - 3.3v, 300mA Voltage Regulator Low Drop-Out, Low Quiescent Noise SOT-23-5	3.3v, 300mA Voltage Regulator Low Drop-Out, Low Quiescent Noise SOT-23-5		$0.600	$0.500	$0.276	$0.276	$0.250
MF-RES-0805-75	MF-RES-0805-75 - Resistor Thick Film 0805 75 Ohm 5% 125mW 150V	Resistor Thick Film 0805 75 Ohm 5% 125mW 150V		$0.050	$0.010	$0.006	$0.004	$0.003
MF-RES-0402-60.4	MF-RES-0402-60.4 - Resistor Thick Film 0402 60.4 Ohm 5% 100mW 50V	Resistor Thick Film 0402 60.4 Ohm 5% 100mW 50V		$0.050	$0.012	$0.007	$0.005	$0.004
MF-RES-0603-10K	MF-RES-0603-10K - Resistor Thick Film 0603 10K Ohm 5% 100mW 75V	Resistor Thick Film 0603 10K Ohm 5% 100mW 75V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0603-22	MF-RES-0603-22 - Resistor Thick Film 0603 22 Ohm 5% 100mW 75V	Resistor Thick Film 0603 22 Ohm 5% 100mW 75V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0402-10K	MF-RES-0402-10K - Resistor Thick Film 0402 10K Ohm 5% 100mW 50V	Resistor Thick Film 0402 10K Ohm 5% 100mW 50V		$0.100	$0.010	$0.006	$0.004	$0.003
MF-RES-0402-330	MF-RES-0402-330 - Resistor Thick Film 0402 330 Ohm 5% 100mW 50V	Resistor Thick Film 0402 330 Ohm 5% 100mW 50V		$0.080	$0.007	$0.005	$0.004	$0.003
MF-RES-0603-470K	MF-RES-0603-470K - Resistor Thick Film 0603 470K Ohm 5% 100mW 75V	Resistor Thick Film 0603 470K Ohm 5% 100mW 75V		$0.050	$0.010	$0.005	$0.004	$0.003
MF-RES-ARRAY-10K	MF-RES-ARRAY-10K - Resistor Array 10K Ohm 62mW 50V 5%	Resistor Array 10K Ohm 62mW 50V 5%		$0.080	$0.038	$0.033	$0.032	$0.030
MF-CAP-0805-1uF	MF-CAP-0805-1uF - Capacitor MLCC 0805 1uF -20%, +80% 16V	Capacitor MLCC 0805 1uF -20%, +80% 16V		$0.060	$0.026	$0.020	$0.019	$0.017
MF-RES-0805-820K	MF-RES-0805-820K - Resistor Thick Film 0805 820K Ohm 1% 125mW 150V	Resistor Thick Film 0805 820K Ohm 1% 125mW 150V		$0.050	$0.008	$0.006	$0.005	$0.004
MF-RES-0402-8.2K	MF-RES-0402-8.2K - Resistor Thick Film 0402 8.2K Ohm 5% 100mW 50V	Resistor Thick Film 0402 8.2K Ohm 5% 100mW 50V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0402-1M	MF-RES-0402-1M - Resistor Thick Film 0402 1M Ohm 5% 100mW 50V	Resistor Thick Film 0402 1M Ohm 5% 100mW 50V		$0.100	$0.010	$0.006	$0.005	$0.004
MF-RES-0402-560K	MF-RES-0402-560K - Resistor Thick Film 0402 560K Ohm 5% 100mW 50V	Resistor Thick Film 0402 560K Ohm 5% 100mW 50V		$0.050	$0.010	$0.006	$0.005	$0.003
MF-RES-0402-825K	MF-RES-0402-825K - Resistor Thick Film 0402 825K Ohm 1% 100mW 50V	Resistor Thick Film 0402 825K Ohm 1% 100mW 50V		$0.050	$0.012	$0.007	$0.006	$0.005
MF-RES-0402-220K	MF-RES-0402-220K - Resistor Thick Film 0402 220K Ohm 5% 100mW 50V	Resistor Thick Film 0402 220K Ohm 5% 100mW 50V		$0.050	$0.009	$0.006	$0.004	$0.003
MF-RES-0603-390	MF-RES-0603-390 - Resistor Thick Film 0603 390 Ohm 5% 100mW 75V	Resistor Thick Film 0603 390 Ohm 5% 100mW 75V		$0.050	$0.010	$0.005	$0.004	$0.003
MF-RES-0805-360	MF-RES-0805-360 - Resistor Thick Film 0805 360 Ohm 5% 125mW 150V	Resistor Thick Film 0805 360 Ohm 5% 125mW 150V		$0.050	$0.010	$0.008	$0.006	$0.004
MF-CAP-10MM-470uF	MF-CAP-10MM-470uF - Capacitor Aluminum Electrolytic 10mm 470uF 20% 25V	Capacitor Aluminum Electrolytic 10mm 470uF 20% 25V		$0.600	$0.400	$0.240	$0.235	$0.230
MF-CAP-4MM-4.7uF	MF-CAP-4MM-4.7uF - Capacitor Aluminum Electrolytic 4mm 4.7uF 20% 35V	Capacitor Aluminum Electrolytic 4mm 4.7uF 20% 35V		$0.300	$0.200	$0.100	$0.090	$0.075
MF-RES-0805-5.6K	MF-RES-0805-5.6K - Resistor Thick Film 0805 5.6K Ohm 5% 125mW 150V	Resistor Thick Film 0805 5.6K Ohm 5% 125mW 150V		$0.050	$0.010	$0.008	$0.006	$0.004
MF-RES-0603-825K	MF-RES-0603-825K - Resistor Thick Film 0603 825K Ohm 1% 100mW 75V	Resistor Thick Film 0603 825K Ohm 1% 100mW 75V		$0.050	$0.010	$0.006	$0.004	$0.003
MF-RES-0603-8.2K	MF-RES-0603-8.2K - Resistor Thick Film 0603 8.2K Ohm 5% 100mW 75V	Resistor Thick Film 0603 8.2K Ohm 5% 100mW 75V		$0.050	$0.010	$0.005	$0.004	$0.003
MF-RES-0805-1M	MF-RES-0805-1M - Resistor Thick Film 0805 1M Ohm 5% 125mW 150V	Resistor Thick Film 0805 1M Ohm 5% 125mW 150V		$0.050	$0.009	$0.006	$0.005	$0.004
MF-RES-0805-390	MF-RES-0805-390 - Resistor Thick Film 0805 390 Ohm 5% 125mW 150V	Resistor Thick Film 0805 390 Ohm 5% 125mW 150V		$0.050	$0.010	$0.008	$0.006	$0.004
MF-CAP-0402-4.7nF	MF-CAP-0402-4.7nF - Capacitor MLCC 0402 4.7nF 5% 50V	Capacitor MLCC 0402 4.7nF 5% 50V		$0.050	$0.014	$0.006	$0.005	$0.004
MF-CAP-6.3MM-47uF	MF-CAP-6.3MM-47uF - Capacitor Aluminum Electrolytic 6.3mm 47uF 20% 35V	Capacitor Aluminum Electrolytic 6.3mm 47uF 20% 35V		$0.500	$0.250	$0.125	$0.123	$0.120
MF-CAP-6.3MM-100uF	MF-CAP-6.3MM-100uF - Capacitor Aluminum Electrolytic 6.3mm 100uF 20% 35V	Capacitor Aluminum Electrolytic 6.3mm 100uF 20% 35V		$0.410	$0.280	$0.165	$0.145	$0.130
MF-CAP-0402-0.1uF	MF-CAP-0402-0.1uF - Capacitor MLCC 0402 0.1uF 10% 16V	Capacitor MLCC 0402 0.1uF 10% 16V		$0.050	$0.006	$0.005	$0.004	$0.003
MF-SW-TACT-4.2MM	MF-SW-TACT-4.2MM - Tactile Switch 4.2MM 	Tactile Switch 4.2MM		$0.230	$0.210	$0.200	$0.190	$0.180
MF-CON-2.54mm-01x34	MF-CON-2.54mm-01x34 - Pin Header 2.54mm 1x34 Unshrouded 34 Pins, 1 Row of 34, 01x34	Pin Header 2.54mm 1x34 Unshrouded 34 Pins, 1 Row of 34, 01x34		$2.864	$2.325	$1.452	$1.241	$0.809
MF-CON-2.54mm-01x36	MF-CON-2.54mm-01x36 - Pin Header 2.54mm 1x36 Unshrouded 36 Pins, 1 Row of 36, 01x36	Pin Header 2.54mm 1x36 Unshrouded 36 Pins, 1 Row of 36, 01x36		$3.014	$2.447	$1.528	$1.306	$0.851
MF-CON-2.54mm-01x32	MF-CON-2.54mm-01x32 - Pin Header 2.54mm 1x32 Unshrouded 32 Pins, 1 Row of 32, 01x32	Pin Header 2.54mm 1x32 Unshrouded 32 Pins, 1 Row of 32, 01x32		$2.715	$2.204	$1.376	$1.176	$0.766
MF-CON-2.54mm-01x22	MF-CON-2.54mm-01x22 - Pin Header 2.54mm 1x22 Unshrouded 22 Pins, 1 Row of 22, 01x22	Pin Header 2.54mm 1x22 Unshrouded 22 Pins, 1 Row of 22, 01x22		$1.967	$1.596	$0.996	$0.851	$0.554
MF-CON-2.54mm-01x29	MF-CON-2.54mm-01x29 - Pin Header 2.54mm 1x29 Unshrouded 29 Pins, 1 Row of 29, 01x29	Pin Header 2.54mm 1x29 Unshrouded 29 Pins, 1 Row of 29, 01x29		$2.49	$2.021	$1.262	$1.078	$0.702
MF-CON-2.54mm-01x19	MF-CON-2.54mm-01x19 - Pin Header 2.54mm 1x19 Unshrouded 19 Pins, 1 Row of 19, 01x19	Pin Header 2.54mm 1x19 Unshrouded 19 Pins, 1 Row of 19, 01x19		$1.743	$1.414	$0.882	$0.753	$0.49
MF-CON-2.54mm-01x18	MF-CON-2.54mm-01x18 - Pin Header 2.54mm 1x18 Unshrouded 18 Pins, 1 Row of 18, 01x18	Pin Header 2.54mm 1x18 Unshrouded 18 Pins, 1 Row of 18, 01x18		$1.668	$1.353	$0.844	$0.721	$0.469
MF-CON-2.54mm-01x09	MF-CON-2.54mm-01x09 - Pin Header 2.54mm 1x9 Unshrouded 9 Pins, 1 Row of 9, 01x09	Pin Header 2.54mm 1x9 Unshrouded 9 Pins, 1 Row of 9, 01x09		$0.995	$0.806	$0.502	$0.428	$0.277
MF-CON-2.54mm-01x12	MF-CON-2.54mm-01x12 - Pin Header 2.54mm 1x12 Unshrouded 12 Pins, 1 Row of 12, 01x12	Pin Header 2.54mm 1x12 Unshrouded 12 Pins, 1 Row of 12, 01x12		$1.22	$0.989	$0.616	$0.526	$0.341
MF-CON-2.54mm-01x11	MF-CON-2.54mm-01x11 - Pin Header 2.54mm 1x11 Unshrouded 11 Pins, 1 Row of 11, 01x11	Pin Header 2.54mm 1x11 Unshrouded 11 Pins, 1 Row of 11, 01x11		$1.145	$0.928	$0.578	$0.493	$0.32
MF-CON-2.54mm-01x15	MF-CON-2.54mm-01x15 - Pin Header 2.54mm 1x15 Unshrouded 15 Pins, 1 Row of 15, 01x15	Pin Header 2.54mm 1x15 Unshrouded 15 Pins, 1 Row of 15, 01x15		$1.444	$1.171	$0.73	$0.623	$0.405
MF-CON-2.54mm-01x06	MF-CON-2.54mm-01x06 - Pin Header 2.54mm 1x6 Unshrouded 6 Pins, 1 Row of 6, 01x06	Pin Header 2.54mm 1x6 Unshrouded 6 Pins, 1 Row of 6, 01x06		$0.771	$0.624	$0.389	$0.331	$0.214
MF-CAP-0402-0.01uF	MF-CAP-0402-0.01uF - Capacitor MLCC 0402 0.01uF 5% 25V	Capacitor MLCC 0402 0.01uF 5% 25V		$0.050	$0.040	$0.030	$0.020	$0.010
MF-RES-TC33X-10K	MF-RES-TC33X-10K - Trim Potentiometer 3MM 10K Ohm 25% 100mW	Trim Potentiometer 3MM 10K Ohm 25% 100mW		$0.324	$0.2736	$0.20196	N/A	$0.172074
MF-RES-0402-5.6K	MF-RES-0402-5.6K - Resistor Thick Film 0402 5.6K Ohm 5% 100mW 50V	Resistor Thick Film 0402 5.6K Ohm 5% 100mW 50V		$0.050	$0.008	$0.005	$0.004	$0.003
MF-RES-0402-10	MF-RES-0402-10 - Resistor Thick Film 0402 10 Ohm 5% 100mW 50V	Resistor Thick Film 0402 10 Ohm 5% 100mW 50V		$0.050	$0.010	$0.006	$0.005	$0.004
MF-RES-0603-6.8K	MF-RES-0603-6.8K - Resistor Thick Film 0603 6.8K Ohm 5% 100mW 75V	Resistor Thick Film 0603 6.8K Ohm 5% 100mW 75V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0603-60.4	MF-RES-0603-60.4 - Resistor Thick Film 0603 60.4 Ohm 1% 100mW 75V	Resistor Thick Film 0603 60.4 Ohm 1% 100mW 75V		$0.050	$0.008	$0.005	$0.004	$0.003
MF-RES-0402-15K	MF-RES-0402-15K - Resistor Thick Film 0402 15K Ohm 5% 100mW 50V	Resistor Thick Film 0402 15K Ohm 5% 100mW 50V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0805-1K	MF-RES-0805-1K - Resistor Thick Film 0805 1K Ohm 5% 125mW 150V	Resistor Thick Film 0805 1K Ohm 5% 125mW 150V		$0.050	$0.010	$0.008	$0.006	$0.004
MF-RES-0402-470	MF-RES-0402-470 - Resistor Thick Film 0402 470 Ohm 5% 100mW 50V	Resistor Thick Film 0402 470 Ohm 5% 100mW 50V		$0.070	$0.008	$0.005	$0.004	$0.003
MF-LED-0805-RED	MF-LED-0805-RED - Red LED 638nm 25mcd 0805 	Red LED 638nm 25mcd 0805		$0.080	$0.075	$0.060	$0.058	$0.055
MF-RES-0402-0	MF-RES-0402-0 - Resistor Thick Film 0402 0 Ohm Jumper	Resistor Thick Film 0402 0 Ohm Jumper		$0.070	$0.008	$0.005	$0.004	$0.003
MF-RES-0603-680K	MF-RES-0603-680K - Resistor Thick Film 0603 680K Ohm 5% 100mW 75V	Resistor Thick Film 0603 680K Ohm 5% 100mW 75V		$0.050	$0.010	$0.005	$0.004	$0.003
MF-RES-0603-100K	MF-RES-0603-100K - Resistor Thick Film 0603 100K Ohm 5% 100mW 75V	Resistor Thick Film 0603 100K Ohm 5% 100mW 75V		$0.050	$0.008	$0.006	$0.004	$0.003
MF-RES-0805-330	MF-RES-0805-330 - Resistor Thick Film 0805 330 Ohm 5% 125mW 150V	Resistor Thick Film 0805 330 Ohm 5% 125mW 150V		$0.050	$0.009	$0.006	$0.005	$0.004
MF-CAP-4MM-10uF	MF-CAP-4MM-10uF - Capacitor Aluminum Electrolytic 4mm 10uF 20% 35V	Capacitor Aluminum Electrolytic 4mm 10uF 20% 35V		$0.290	$0.180	$0.097	$0.086	$0.078
MF-RES-0603-470	MF-RES-0603-470 - Resistor Thick Film 0603 470 Ohm 5% 100mW 75V	Resistor Thick Film 0603 470 Ohm 5% 100mW 75V		$0.050	$0.008	$0.005	$0.004	$0.003
MF-CAP-0402-22pF	MF-CAP-0402-22pF - Capacitor MLCC 0402 22pF 5% 50V	Capacitor MLCC 0402 22pF 5% 50V		$0.050	$0.006	$0.004	$0.004	$0.003
MF-RES-0805-60.4	MF-RES-0805-60.4 - Resistor Thick Film 0805 60.4 Ohm 1% 125mW 150V	Resistor Thick Film 0805 60.4 Ohm 1% 125mW 150V		$0.050	$0.020	$0.010	$0.008	$0.006
MF-DSC-SOT233-BSS84	MF-DSC-SOT233-BSS84 - Mosfet SOT-23-3 P-Channel Logic Level	Mosfet SOT-23-3 P-Channel Logic Level		$0.080	$0.070	$0.050	$0.040	$0.037
MF-LED-0805-GREEN	MF-LED-0805-GREEN - Green LED 569nm 12mcd 0805 	Green LED 569nm 12mcd 0805		$0.080	$0.075	$0.060	$0.058	$0.055
MF-IND-1210-10uH	MF-IND-1210-10uH - Fixed Inductor 10uH 133mOhms 540mA 1210	Fixed Inductor 10uH 133mOhms 540mA 1210		$0.100	$0.090	$0.085	$0.060	$0.054
MF-RES-0805-10	MF-RES-0805-10 - Resistor Thick Film 0805 10 Ohm 5% 125mW 150V	Resistor Thick Film 0805 10 Ohm 5% 125mW 150V		$0.050	$0.009	$0.007	$0.006	$0.004
MF-CON-2.54mm-01x28	MF-CON-2.54mm-01x28 - Pin Header 2.54mm 1x28 Unshrouded 28 Pins, 1 Row of 28, 01x28	Pin Header 2.54mm 1x28 Unshrouded 28 Pins, 1 Row of 28, 01x28		$2.416	$1.961	$1.224	$1.046	$0.681
MF-CON-2.54mm-01x37	MF-CON-2.54mm-01x37 - Pin Header 2.54mm 1x37 Unshrouded 37 Pins, 1 Row of 37, 01x37	Pin Header 2.54mm 1x37 Unshrouded 37 Pins, 1 Row of 37, 01x37		$3.088	$2.507	$1.566	$1.338	$0.872
MF-CON-2.54mm-01x26	MF-CON-2.54mm-01x26 - Pin Header 2.54mm 1x26 Unshrouded 26 Pins, 1 Row of 26, 01x26	Pin Header 2.54mm 1x26 Unshrouded 26 Pins, 1 Row of 26, 01x26		$2.266	$1.839	$1.148	$0.981	$0.639
MF-CON-2.54mm-01x23	MF-CON-2.54mm-01x23 - Pin Header 2.54mm 1x23 Unshrouded 23 Pins, 1 Row of 23, 01x23	Pin Header 2.54mm 1x23 Unshrouded 23 Pins, 1 Row of 23, 01x23		$2.042	$1.657	$1.034	$0.883	$0.575
MF-CON-2.54mm-01x16	MF-CON-2.54mm-01x16 - Pin Header 2.54mm 1x16 Unshrouded 16 Pins, 1 Row of 16, 01x16	Pin Header 2.54mm 1x16 Unshrouded 16 Pins, 1 Row of 16, 01x16		$1.519	$1.232	$0.768	$0.656	$0.426
MF-CON-2.54mm-01x17	MF-CON-2.54mm-01x17 - Pin Header 2.54mm 1x17 Unshrouded 17 Pins, 1 Row of 17, 01x17	Pin Header 2.54mm 1x17 Unshrouded 17 Pins, 1 Row of 17, 01x17		$1.593	$1.292	$0.806	$0.688	$0.447
MF-CON-2.54mm-01x20	MF-CON-2.54mm-01x20 - Pin Header 2.54mm 1x20 Unshrouded 20 Pins, 1 Row of 20, 01x20	Pin Header 2.54mm 1x20 Unshrouded 20 Pins, 1 Row of 20, 01x20		$1.818	$1.475	$0.92	$0.786	$0.511
MF-CON-2.54mm-01x01	MF-CON-2.54mm-01x01 - Pin Header 2.54mm 1x1 Unshrouded 1 Pins, 1 Row of 1, 01x01	Pin Header 2.54mm 1x1 Unshrouded 1 Pins, 1 Row of 1, 01x01		$0.40	$0.32	$0.20	$0.17	$0.11
MF-CAP-10MM-220uF	MF-CAP-10MM-220uF - Capacitor Aluminum Electrolytic 10mm 220uF 20% 35V	Capacitor Aluminum Electrolytic 10mm 220uF 20% 35V		$0.800	$0.550	$0.210	$0.205	$0.200

